id	Series16_A549-ACE2_SARS-CoV-2_1	Series16_A549-ACE2_SARS-CoV-2_2	Series16_A549-ACE2_SARS-CoV-2_3	Series16_A549-ACE2_SARS-CoV-2_Rux_1	Series16_A549-ACE2_SARS-CoV-2_Rux_2	Series16_A549-ACE2_SARS-CoV-2_Rux_3
CST5	0	0	0	0	0	0
POM121L8P	0	1	1	0	0	0
MIR659	0	0	0	0	0	1
TMEM89	0	0	0	0	0	0
WDR49	1	2	3	1	2	0
FLJ42393	0	0	2	0	0	0
MTRNR2L2	0	0	4	3	2	1
PKD2L2	1	1	0	2	4	0
IRGM	0	0	0	0	0	0
FAM153A	0	0	0	2	1	0
EPO	0	0	0	1	0	0
DIO1	0	0	0	0	1	0
LCE1F	0	1	0	0	0	1
PKLR	0	0	1	1	0	1
ETV3L	0	0	0	0	0	0
MMP21	0	0	1	1	0	0
NXPE2	1	1	2	1	2	0
LINC00615	0	0	0	0	0	0
C15orf56	0	0	0	0	0	0
PDZD9	0	0	1	2	1	3
LOC643802	0	0	0	0	0	0
EPN2-AS1	1	0	1	0	0	0
CDH20	0	0	0	0	0	0
FAM182B	0	0	1	1	1	2
SLC2A2	0	0	0	0	0	0
MIR573	1	0	1	0	1	0
HIST1H2BB	0	0	0	0	0	1
GJB7	2	0	0	2	0	1
FAM225A	0	0	0	0	1	1
HBE1	1	0	1	0	1	0
MRGPRX4	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0
SRRM4	0	0	0	0	0	0
USP50	0	0	1	5	8	2
12-Sep	0	0	1	0	0	0
SMCR5	2	0	1	1	0	2
SEZ6	0	3	1	0	1	1
MIR4740	3	1	0	1	0	0
CLEC17A	0	0	0	1	0	0
SIGLEC11	0	0	0	0	0	0
SHISA7	1	0	5	2	4	1
PRSS56	0	0	0	1	0	0
CLDN17	0	0	0	0	0	0
NR2E1	0	1	3	1	3	1
MIR4656	2	2	2	3	2	1
LOC100506497	0	1	1	0	1	0
RNF148	0	0	0	1	0	0
MESTIT1	1	0	0	0	0	0
PURG	0	0	0	0	0	0
KCNU1	0	0	0	0	0	0
MIR31	0	0	0	0	0	0
LOC100132077	0	0	1	1	0	0
ZNF683	0	0	0	0	0	0
MROH9	0	0	0	0	0	0
FGF8	1	1	1	3	1	2
ART1	1	0	0	0	1	0
MPPED2	0	0	0	0	0	0
KRTAP5-8	0	2	2	2	4	1
DHH	0	0	0	0	0	0
CTAGE11P	1	2	2	0	2	1
CPLX3	0	0	0	0	0	1
SNORD71	0	0	0	1	0	0
FBXO47	1	0	0	1	2	1
KLHL14	0	0	0	0	0	0
RAX	0	0	0	0	0	0
LINC00661	0	0	0	0	0	0
LOC284412	0	0	1	0	0	0
ABCG8	1	1	0	2	0	0
STON1-GTF2A1L	0	1	1	1	2	2
SLC4A10	0	1	0	1	0	0
NYAP2	0	2	0	0	0	0
ANGPT4	0	0	0	0	0	0
CCR4	0	1	0	0	1	0
SNORA58	0	1	0	1	0	0
MIR4449	0	0	0	0	0	0
TFAMP1	0	1	0	0	0	0
PPP1R42	0	3	0	1	0	1
SLITRK4	0	0	0	0	0	0
C1orf87	0	0	0	0	0	0
CNTN2	0	1	0	0	0	0
SYCE1	0	0	0	1	3	0
DKFZp779M0652	0	0	0	0	0	0
HYPK	0	0	1	1	1	2
AGBL1	0	0	0	0	0	0
MSX2P1	1	0	0	0	0	0
DSG1	0	0	0	0	0	0
NLRP7	0	0	0	1	2	1
PTH2R	0	0	0	0	1	1
LINC00323	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0	0	0
LINC00693	0	0	0	0	0	0
COL25A1	0	0	0	0	0	0
CDC20B	0	0	0	1	0	0
GBX1	0	0	0	0	1	1
LINC00475	0	0	1	0	0	0
GFI1B	0	0	0	0	0	1
LCN15	0	0	0	1	2	0
FUT7	0	0	0	0	1	0
SPIN2A	0	0	0	0	1	0
TMEM31	0	0	0	0	0	0
MIR3671	2	2	3	0	1	2
FMO1	0	0	0	0	0	0
MARK2P9	1	1	0	1	0	0
NLRP14	1	0	0	0	0	0
LOC100652999	0	0	1	2	0	0
ITPK1-AS1	1	0	1	0	0	0
IGDCC3	0	0	0	2	0	0
RNF151	0	0	0	0	0	0
KRTAP3-2	0	0	0	1	0	0
CEACAM4	0	0	0	0	0	0
RFPL4A	2	2	2	1	3	4
B3GALT1	0	0	0	0	0	0
LINC00163	0	0	0	0	0	1
C22orf15	0	0	0	0	0	0
MIR548H2	0	0	0	2	0	0
PTTG2	0	0	0	0	0	0
ASIC5	1	0	1	1	0	1
PCDHB19P	0	2	0	3	0	0
TRIM40	5	5	1	2	0	0
METTL24	0	0	0	0	1	0
DLGAP2	0	0	0	0	1	0
DEFA4	0	0	0	0	0	0
FAM90A25P	0	0	0	0	0	0
MIR3960	0	0	0	0	0	0
SATL1	0	0	0	1	1	1
PLA2G2D	0	0	0	0	0	0
FAM180B	1	3	1	1	1	2
SYT10	0	0	0	0	0	0
WNT1	1	0	0	1	0	0
DLEU7-AS1	2	1	0	0	0	3
INSM2	0	0	2	6	1	0
SLC35F4	0	1	1	2	0	1
C16orf96	3	0	1	3	2	4
HPR	1	0	1	3	0	0
MFSD6L	0	0	0	0	0	0
TNFRSF13B	0	0	0	0	0	0
KRT32	4	0	0	1	1	0
KCNJ3	0	0	0	1	0	0
ISM1-AS1	0	1	1	0	0	1
DIP2A-IT1	0	0	0	1	0	0
SNORD125	0	0	0	0	0	0
ATP2B2	0	1	1	0	0	1
CADPS	0	0	0	0	0	0
ZBTB20-AS1	1	0	2	6	4	3
KCTD8	0	0	0	0	0	0
KCNIP1	0	0	0	0	0	0
HIST1H1T	1	1	3	4	0	0
SLC24A2	1	6	2	8	1	2
LINC00032	0	0	0	0	0	0
PAX5	0	0	0	0	0	1
LOC389895	0	0	0	0	0	0
CSAG1	0	1	0	0	0	0
FOXE3	0	0	0	0	0	1
CYCSP52	3	2	2	1	0	4
RBP3	0	0	0	0	2	0
H1FNT	7	1	2	8	3	6
ANKRD20A19P	3	0	0	2	2	0
MT3	0	0	0	0	0	0
NEUROD2	0	1	0	1	0	0
LOC100505782	0	0	0	0	0	0
LGALS7	0	0	0	0	0	0
RSPH6A	3	0	0	0	0	0
GDAP1L1	0	0	0	0	0	1
SAMSN1-AS1	3	2	2	6	7	4
ZAR1	0	1	0	0	0	0
LECT2	0	1	1	1	2	0
BRD7P3	0	0	0	0	0	0
OPN1SW	3	4	1	2	3	3
PNOC	0	1	0	0	1	0
EQTN	0	0	0	0	0	0
IL1RAPL1	0	0	0	0	0	0
MIR2682	1	0	0	3	0	0
S100A7A	0	0	0	0	0	0
TNR	1	0	1	1	0	0
IFIT1B	0	1	0	0	0	0
MANSC4	1	0	0	0	0	0
KRT72	0	0	0	1	0	0
SP7	1	0	0	0	0	0
SLC10A2	0	0	0	0	0	0
LINC00648	0	0	0	2	2	0
SNORD116-13	0	1	0	1	0	0
MIR3942	0	0	0	0	1	0
CRYBA1	1	1	0	0	6	1
SNORA37	0	2	0	0	0	0
CLEC4M	1	1	0	1	0	0
CEACAM20	0	1	0	0	0	0
C1QL2	0	1	1	0	0	0
KCNJ13	0	0	0	0	2	0
CTCFL	0	0	0	1	1	2
PPEF2	2	0	1	3	1	0
MIR548AO	0	0	1	0	0	0
SLC35D3	0	1	0	0	0	0
DGKB	0	0	0	0	0	0
EVX1	0	1	0	0	1	0
KLF14	0	0	0	0	0	0
PENK	0	0	0	0	0	0
CA1	0	0	0	0	0	0
GLIS3-AS1	0	0	0	0	0	0
C9orf92	0	0	1	1	0	0
FAM9B	0	0	0	0	0	0
GPR174	0	0	0	0	0	0
HSD52	0	2	1	4	0	1
INSRR	1	2	2	4	1	1
MAEL	1	1	0	0	1	0
OR51E1	0	0	0	0	0	0
LOC574538	0	0	0	2	1	1
LOC100240735	1	1	0	0	1	0
IL31	4	7	1	6	6	4
RNASE13	4	3	1	7	1	5
PGPEP1L	0	0	0	0	0	0
SLC6A10P	0	0	0	0	0	0
LINC00670	0	0	0	0	0	0
MIR1180	0	0	0	0	0	0
CCDC144NL	0	2	2	1	1	1
SLC35G3	0	0	0	0	0	0
MYT1L	0	0	0	0	0	0
C2orf91	0	0	0	0	0	0
SUMO1P1	0	0	0	0	0	0
LINC00158	0	0	0	0	0	1
GPR15	0	0	0	0	0	1
CDH18	1	0	0	0	0	0
MIR3650	0	0	0	2	1	0
PCDHGB8P	0	0	0	0	0	0
CBY3	0	0	0	2	0	0
LOC286297	0	0	0	0	0	0
EFCAB14-AS1	0	0	0	0	0	1
MIR197	0	0	0	0	0	1
OR2W3	0	0	0	0	0	0
NLRP6	0	0	0	0	0	0
LOC100131626	0	0	0	0	0	0
KLRC4	0	0	4	2	4	0
KCNK10	0	0	0	4	0	2
C1QTNF8	0	0	0	0	0	0
TNFRSF17	0	0	0	0	0	0
HCRT	0	0	0	0	0	0
KCNH6	1	1	0	3	1	1
PLK5	0	0	0	0	0	1
ERVV-1	0	0	0	0	0	0
LINC00299	0	0	0	0	0	0
MGC16025	0	0	0	0	0	0
MIR149	0	0	0	0	0	0
MIR4326	0	1	0	0	0	0
PVALB	0	0	0	0	0	0
RPL34-AS1	0	0	0	0	0	0
GRM6	0	0	0	0	0	0
TRDN	0	0	0	0	0	0
MIR4284	0	0	0	2	0	1
C9orf139	0	0	0	0	1	2
ZFX-AS1	0	0	0	2	1	0
CYMP	0	0	0	1	0	2
MIR765	2	0	1	1	5	0
NRAP	0	1	0	2	1	0
ARMS2	1	0	1	2	0	0
CLRN3	0	0	0	0	1	0
KIRREL3-AS3	0	0	0	1	0	1
KRT2	0	0	0	0	0	0
RNASEH2B-AS1	0	0	0	1	0	1
MDGA2	0	0	0	0	0	0
SNORD116-8	0	0	0	0	0	1
HIGD2B	0	1	2	0	0	0
LOC339166	0	0	0	1	0	1
ARGFXP2	0	1	1	0	0	0
KRT27	0	0	0	0	1	0
LOC284344	0	2	0	1	0	0
MIR330	0	0	0	2	0	2
MSGN1	0	0	0	0	0	0
RAB6C	0	1	0	0	0	0
EPPIN	3	2	1	3	3	0
LINC00112	0	0	1	2	0	0
SPINK2	0	0	0	0	0	0
UGT2B28	0	0	0	0	0	1
SNORD72	0	0	0	0	0	0
SMLR1	0	0	0	1	1	1
SLC22A2	0	0	0	0	0	0
DPYS	0	0	2	0	2	0
MIR98	2	0	1	2	1	0
RNF186	0	0	0	0	0	0
GUCA2B	0	0	0	0	0	0
CD1A	0	0	0	0	0	0
CACNA1E	1	0	1	0	1	0
LINC00303	0	0	2	2	3	2
ST8SIA6-AS1	0	0	0	0	0	0
PNLIP	0	0	0	0	1	0
RAG2	0	0	3	1	1	0
MGAT4C	0	0	0	0	1	0
LOC728739	0	0	0	1	0	0
CSNK1A1P1	0	0	0	0	1	0
MIR548H4	2	0	2	2	2	2
MIR762	0	0	0	0	0	0
SNORD91A	0	0	2	0	0	0
KRT18P55	2	1	0	1	2	2
MIR4733	0	2	0	1	0	0
CTAGE1	0	0	0	0	0	1
ODF3L2	1	2	0	1	1	0
SNORD37	0	0	1	0	0	0
FUT5	2	0	2	2	0	1
LOC100134317	0	0	0	0	0	0
CRX	0	0	0	0	0	1
ZNF835	0	0	0	0	0	0
NRXN1	0	1	0	0	0	0
SLC9A4	0	0	0	0	0	0
CHRND	1	0	1	3	1	1
NCOR1P1	0	0	0	0	0	0
ABCC13	0	0	0	0	0	0
PRICKLE2-AS3	0	1	1	0	0	0
TMEM212	0	0	0	0	0	0
ATP13A5	0	0	0	0	0	0
GYPE	0	0	0	0	0	0
MIR3661	0	0	0	0	0	0
COL19A1	0	0	0	0	0	0
TTLL2	0	0	0	0	0	1
FRMD1	1	2	1	1	2	1
NPSR1	0	0	0	0	0	0
TRIM74	0	0	0	0	0	0
DKK4	0	1	0	0	1	0
NR5A1	1	0	0	4	2	0
GLIS1	0	0	1	0	0	1
NBPF4	0	0	0	0	1	1
UCN3	0	0	0	0	0	0
PLA2G12B	1	2	0	0	4	3
OR52N2	1	0	0	0	0	0
OPCML	0	0	0	0	0	0
KCNA6	1	0	0	2	3	1
ACSM4	1	1	1	1	2	3
CSNK1A1L	0	0	0	1	2	0
CYSLTR2	0	0	0	0	0	0
OR5AU1	0	0	0	0	0	0
SNORD116-18	0	0	1	0	0	0
ASB9P1	0	2	0	0	0	0
FADS6	0	0	1	1	1	0
LINC00668	0	0	0	0	0	0
DSG4	0	0	0	0	0	0
KCNG2	0	0	0	0	0	0
ZSCAN5B	0	0	0	0	0	1
LOC375196	0	0	1	2	0	0
FAM182A	0	0	0	0	0	0
ZNF80	1	1	2	0	0	0
TMPRSS11BNL	0	0	0	0	0	0
IL5	0	2	0	2	0	0
ARHGAP26-AS1	0	0	0	0	0	0
RFPL4B	0	0	0	1	0	1
LOC100131257	0	0	0	0	0	0
DPP6	0	0	0	0	0	0
FOXD4L3	0	0	0	0	0	0
MUSK	0	0	1	0	2	1
DACH2	0	0	0	0	0	0
AMPD1	1	0	0	0	0	1
RPL31P11	0	0	0	1	0	0
SNORD75	0	0	0	0	0	0
CTNNA3	0	0	0	0	0	0
MIR194-2	0	0	0	0	0	0
FAM181A	0	0	0	0	0	0
TYRO3P	0	0	0	0	0	1
ZSCAN10	1	0	1	4	0	1
IRX6	0	0	1	0	0	0
HILS1	0	0	0	0	0	0
ADCYAP1	0	0	0	0	0	0
LOC100192426	0	1	0	0	0	0
TMIGD2	0	1	0	0	0	1
SCN1A	0	0	0	0	0	1
HRH3	1	0	1	4	2	2
COL18A1-AS1	0	0	0	0	1	0
SEZ6L	0	3	1	0	1	0
CCDC36	0	0	0	2	1	3
TMPRSS11GP	0	0	0	0	0	0
C7orf69	0	0	2	0	0	0
MIRLET7A1	1	0	1	0	0	0
HTR2C	1	0	0	0	0	0
BCORP1	0	0	0	0	0	0
LINC00466	0	0	0	1	1	0
SPRR2B	0	0	0	0	0	0
GPR25	0	0	0	0	0	0
GJD4	1	1	0	0	1	0
SORCS1	0	0	0	0	0	0
CACNA1C-AS1	0	0	0	0	0	0
CLEC9A	0	0	0	0	0	0
ZAR1L	0	0	0	0	1	0
C15orf54	0	0	0	0	0	0
CTRB2	0	2	0	4	0	1
TMEM132E	0	0	0	0	0	0
SLC25A52	3	0	0	1	0	0
MC4R	1	0	0	0	0	0
LOC641367	0	0	0	0	0	0
GNG8	1	0	0	0	0	0
RAD21L1	0	0	0	1	1	0
MIR125B2	0	1	2	1	2	2
GABRB1	0	0	0	0	0	0
UCP1	0	0	0	0	1	0
RGS7BP	0	0	0	0	0	0
TULP1	0	0	0	0	1	0
CYP3A43	0	1	3	1	0	0
FABP5P3	1	0	0	2	1	0
ASAP1-IT1	0	0	0	0	0	0
IRS4	1	0	0	0	0	0
TRPC5	0	0	2	1	0	0
CA6	0	0	0	0	0	0
C1orf158	0	0	0	0	1	0
UOX	0	0	1	1	2	0
MIR4666A	0	2	0	2	4	6
MIR3124	1	0	0	0	0	0
EMX2OS	0	1	0	0	0	0
MIR3944	0	0	0	0	0	0
OR51E2	0	0	0	0	0	0
MYCBP2-AS1	0	0	0	0	0	0
MIR4500HG	2	0	0	1	3	1
MIR636	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0
FCER2	1	0	0	0	0	0
TSPAN16	0	0	0	1	0	0
FAM178B	0	0	0	0	0	0
SULT1C2P1	0	0	0	0	1	0
THSD7B	0	0	0	0	0	0
TFF2	0	0	0	0	0	0
MIR130B	0	0	0	0	0	0
CAV3	0	0	0	0	1	0
GADL1	0	0	0	0	0	0
TRIM71	0	1	0	3	0	0
PRSS45	0	0	0	0	0	0
UROC1	0	0	1	0	0	0
LOC100133050	0	0	0	0	0	0
ANKRD66	0	0	0	0	0	0
PTTG3P	0	0	0	0	0	0
KCNS2	0	0	0	0	0	1
FAM221B	0	0	0	0	0	2
MIRLET7F1	1	0	0	0	0	0
LINC00102	1	0	0	0	0	0
MAGEA1	0	0	0	0	0	0
AS3MT	0	0	0	0	0	0
OR51B5	0	1	1	0	4	0
PRR4	0	0	0	0	0	0
ABCD2	0	0	0	0	0	0
ADAMTS20	1	0	0	0	0	0
RMST	0	0	0	0	0	0
MYL2	0	0	0	0	1	0
CCDC175	0	0	0	0	0	0
TMEM179	0	0	0	1	0	0
PLD4	0	0	0	0	0	0
MIR4312	0	0	0	0	0	0
SEBOX	1	1	1	0	1	1
LRRC3C	0	0	0	0	1	0
SLC14A2	0	2	0	0	0	1
NMRK2	0	1	7	2	4	1
LOC100144595	2	0	0	0	0	0
CRYBA2	0	0	0	0	0	1
SSTR3	0	0	0	0	0	0
SNORD123	0	0	0	0	0	0
RAB3C	0	0	0	0	0	1
FNDC9	0	2	1	1	1	0
CYP21A1P	0	0	0	0	0	0
CTAGE9	0	0	0	0	0	0
LOC153910	1	0	0	2	2	0
MIR4467	0	0	0	0	0	0
LOC100129316	0	0	1	0	0	0
GLOD5	0	0	0	1	0	1
ESX1	0	0	0	0	0	0
MIR200B	1	0	0	0	0	0
MDS2	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0
CELF2-AS2	0	0	0	0	0	0
LRRC18	0	0	0	0	0	0
PNLIPRP2	0	0	0	0	0	0
OR10A3	0	0	0	0	0	0
FOLH1B	0	0	0	0	0	0
TEX12	0	2	1	2	2	0
ASCL1	0	0	0	0	0	0
SNORD8	0	0	0	0	0	1
FAM71D	0	0	0	0	0	0
SLC25A47	0	1	1	0	0	0
LMAN1L	0	0	0	0	0	0
LOC645752	0	0	0	0	1	0
AQP8	0	0	1	0	0	1
SLC38A8	2	1	3	2	3	3
MIR132	0	0	0	0	0	0
TMEM95	1	1	0	0	0	0
SPACA3	0	0	0	0	0	0
LINC00671	0	0	0	0	3	0
SOST	0	1	0	1	4	1
ARRDC5	0	0	0	0	0	0
MIR199A1	0	0	0	0	0	0
MIR24-2	0	0	0	0	0	0
TEX101	0	0	0	1	0	0
CCDC155	0	0	1	0	0	1
CNGA3	0	0	0	0	0	0
RAPGEF4-AS1	0	1	4	0	4	3
LINC00691	0	0	0	1	2	3
HHATL	0	1	1	1	1	1
GP9	0	0	0	0	0	0
PRSS37	1	0	0	0	2	0
AQP7P3	0	0	0	0	0	0
ARSH	0	0	0	0	0	0
AMELX	4	0	4	3	9	5
P2RY4	0	0	0	0	0	0
ESPNP	0	0	0	1	0	0
LINC00624	1	0	1	1	3	0
FCRL4	0	0	0	0	0	0
APOBEC4	0	1	3	2	2	3
TRPC2	0	0	0	2	0	0
SLC22A10	2	1	1	1	3	0
GPHA2	0	0	0	0	0	0
OR2AT4	0	0	0	0	0	0
SPATA19	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0
CLEC1B	0	0	0	0	0	0
LINC00410	0	0	0	0	1	0
LRRC9	0	0	0	0	0	0
SNORD116-14	0	0	0	0	0	0
LINC00597	0	3	0	1	1	2
MIR4521	0	0	0	0	0	0
DHRS7C	0	0	0	0	0	0
MIR33B	1	0	0	0	0	0
TMIGD1	0	0	0	0	0	1
SLFN14	0	0	0	0	0	0
LINC-ROR	0	0	0	0	0	0
CGB1	0	0	0	0	0	0
MIR4444-1	0	0	0	0	0	0
ALPI	0	0	1	0	2	0
PRND	0	0	0	0	0	0
PCNA-AS1	0	0	0	0	0	0
SNORA71D	0	0	0	0	0	0
BRWD1-AS1	0	1	1	1	1	0
RFPL1	0	0	0	0	0	0
CACNG2	0	0	0	0	0	0
KCNJ4	0	2	0	1	0	0
LINC00636	0	0	0	1	0	0
ALDH1L1-AS2	0	0	0	0	0	0
MIR3138	0	0	0	1	0	0
GABRA1	0	0	0	0	0	0
MIR3143	2	4	2	3	3	2
MSH5	0	0	0	0	0	0
EGFL8	0	0	0	0	0	0
BTNL2	0	0	0	1	0	0
LINC00336	0	0	0	0	0	0
GUCA1A	0	0	0	5	3	0
PTCRA	0	0	0	0	0	0
HS3ST5	0	0	0	0	0	0
JAZF1-AS1	0	0	0	0	0	0
VWC2	0	0	0	0	0	0
SNORA15	0	0	0	1	0	0
TRIM50	1	1	1	0	0	0
LCN1	0	0	0	0	0	0
ANGPTL7	0	1	1	0	0	0
SCARNA1	0	0	0	1	0	0
C8A	0	0	0	0	0	0
DAB1	0	0	0	0	0	0
UBL4B	0	0	0	0	1	0
HMGCS2	0	0	0	0	1	0
FLG2	0	0	0	0	0	0
SNORA16B	0	0	0	2	1	0
RPL13AP6	0	0	0	0	0	0
TSGA10IP	0	0	1	0	1	0
PRB1	0	0	0	0	0	0
C12orf42	0	0	0	0	0	0
OR4K2	0	0	0	0	0	0
MIR1469	0	0	0	0	0	0
AHSP	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0
SLC4A1	1	1	0	1	0	0
ZNF728	0	0	0	0	0	0
IRGC	0	0	0	0	1	0
ZNF541	0	0	0	0	0	0
ZEB2-AS1	3	1	0	1	2	0
MIR4786	0	0	0	1	0	0
C20orf173	0	0	5	1	2	1
CCR3	0	0	0	0	0	0
ROPN1	0	0	0	0	0	0
COL6A4P2	0	0	0	0	0	0
EGFEM1P	0	0	0	0	0	0
SLC7A14	0	0	0	0	0	0
NDST3	0	0	0	0	0	0
RBM46	0	0	0	0	0	0
ADCY2	0	0	0	0	0	0
PRDM9	0	0	0	0	0	0
LOC100505841	0	0	1	1	1	2
GABRG2	0	0	0	0	0	0
WISP3	0	0	0	0	0	0
EIF3IP1	0	0	0	0	0	0
FGF20	0	1	1	3	3	1
STMN2	0	0	0	0	0	1
PAGE1	0	0	0	0	0	0
INGX	0	0	0	1	0	0
UBE2NL	0	0	0	0	0	1
TTC34	0	0	0	1	0	0
CATSPER4	0	0	0	0	0	0
LIN28A	1	1	1	0	0	2
TMCO2	0	0	1	0	0	1
ATP1A4	4	1	1	0	0	1
FAM163A	0	1	2	1	1	0
C1orf100	0	1	0	1	0	0
KRT8P41	1	0	1	2	0	1
NPAS4	1	1	0	1	0	2
C11orf87	0	0	1	0	0	0
TAS2R50	0	0	0	0	0	1
HTR2A	1	0	2	0	0	0
CCDC177	0	0	1	0	0	0
GOLGA8DP	0	0	0	0	0	0
PRSS41	1	0	0	0	1	0
KIR2DL3	0	0	0	0	0	0
APOB	0	0	0	0	0	0
MIR4434	1	2	5	6	3	4
C22orf31	0	0	0	0	0	0
GPR62	1	1	2	0	0	1
SERPINI2	0	0	1	0	1	0
KCNMB2	0	0	0	0	0	0
HMGA1P7	0	0	0	0	0	0
CLEC2L	0	0	0	0	0	0
FAM66E	0	0	0	0	0	0
MIR378D2	0	0	1	2	0	0
PIH1D3	0	0	0	0	0	0
TAS1R1	0	0	0	0	0	0
HAO2	0	0	0	0	0	1
GPR52	0	0	0	0	0	0
MYBPH	0	0	0	0	0	0
NKX2-3	0	0	0	0	0	0
MS4A3	1	0	0	0	0	0
CCDC83	0	0	0	0	0	2
APOF	2	0	0	2	1	0
PMCH	0	0	0	0	0	0
CCDC169	1	0	0	1	1	3
CXADRP2	0	0	0	0	0	0
PRSS54	0	0	0	0	0	0
PABPN1L	0	1	2	1	0	1
GH1	1	0	0	0	0	1
SALL3	0	0	0	0	0	0
CCL25	0	1	0	0	0	0
LINC00652	0	0	0	2	2	0
MIR645	0	1	0	0	0	0
DNAJB7	1	0	0	0	0	0
TMEM207	0	0	0	0	0	0
PF4V1	0	0	0	0	0	0
CDH12	0	0	0	0	0	0
CRHBP	0	0	0	0	0	0
KIAA0408	0	0	0	0	0	0
FKBP6	1	2	3	0	0	1
LRRD1	0	0	0	0	0	0
HEPACAM2	0	3	0	0	0	0
FAM27C	0	0	0	0	0	0
LOC729609	0	0	1	1	0	1
MAGEB2	0	0	0	0	0	0
LPAR4	0	0	0	0	0	0
SPANXA2-OT1	1	0	0	0	0	0
MAGEC2	0	0	1	1	0	0
MAGEA8	0	0	0	0	0	0
LINC00278	0	0	0	0	0	1
SLC2A7	0	0	0	0	0	0
CYP4Z1	0	0	0	0	0	0
MROH7	0	0	0	0	0	0
ZNF648	0	0	0	0	0	0
FLJ42102	0	0	1	0	0	0
OMP	0	0	0	0	1	0
EEF1DP3	0	0	0	0	0	0
CLDN10-AS1	0	0	0	0	0	0
METTL21C	0	0	1	0	0	1
SNORD114-10	1	1	0	2	2	0
ATCAY	0	1	0	0	1	0
CEACAM8	0	0	0	0	0	0
KIR3DL1	0	0	0	0	1	0
KIR3DL2	0	0	0	0	0	0
NT5C1B	1	0	0	0	0	0
PAX1	0	0	0	0	0	0
TMPRSS15	0	0	0	0	0	1
DAZL	0	0	0	0	0	0
PRSS50	0	0	0	0	0	0
STXBP5L	0	1	0	0	0	0
NPHP3-AS1	0	0	0	0	0	0
C3orf79	0	0	0	1	1	3
SCRG1	0	1	0	0	1	0
TSSK1B	0	0	0	0	0	0
LOC100505658	0	0	0	1	0	0
B3GAT2	0	0	0	0	0	0
GHRHR	0	0	0	0	0	0
CNPY1	0	0	0	0	0	0
LOC157273	0	0	0	0	0	0
LOC389705	0	0	0	0	0	0
PAGE3	0	0	0	0	0	0
C1orf127	0	0	0	0	0	0
ANGPTL3	0	3	1	1	1	2
C1orf141	0	0	1	0	0	1
CFHR2	0	0	0	0	0	0
ZP4	0	0	0	0	1	0
PPIAP30	0	0	0	1	0	0
LOC283038	0	0	0	0	0	1
NAV2-AS4	0	0	0	0	0	0
GPR152	0	0	0	2	0	0
PRH1	0	0	0	0	0	0
LINC00398	0	0	0	0	0	0
DLEU7	1	0	0	1	0	1
ACOT6	0	0	0	1	0	3
SNORD116-29	0	1	0	2	0	1
TRPM1	0	0	0	0	0	0
FAM169B	0	0	1	0	0	0
DPEP3	0	0	0	0	0	0
MYH13	0	0	0	0	0	0
SNORA38B	0	0	0	0	0	1
ENPP7	0	0	0	0	0	0
SYT4	0	0	0	0	0	0
MIR4782	0	0	0	1	0	0
ASB18	0	0	0	0	0	0
CCR9	0	0	0	0	0	0
LRRIQ4	0	0	1	0	0	1
AMBN	0	0	0	0	0	0
PRSS48	0	0	0	0	1	1
CLDN24	0	0	0	0	0	0
FGF10	0	0	0	0	0	0
FOXI1	0	0	0	0	0	0
IL17A	0	0	0	0	0	0
CGA	0	1	1	1	2	0
NKAIN2	0	0	0	0	0	0
NXPH1	1	0	2	2	1	2
PRSS3P2	0	0	0	0	0	0
TMEM215	1	2	1	3	2	1
IL1RAPL2	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0
SCARNA3	0	0	0	0	0	0
RD3	0	0	0	0	0	0
MIR4677	0	0	0	0	1	0
PTCHD3	0	0	0	0	0	0
LINC00595	0	0	0	0	0	0
OR7E12P	0	0	0	0	0	0
HBD	0	0	0	0	0	0
MIR5582	0	0	0	0	1	0
OR4X2	1	3	6	4	3	3
MMP27	0	0	0	0	0	0
PATE2	0	0	0	0	0	0
SCARNA11	1	0	0	0	0	0
ZNF705A	0	1	2	0	0	0
TAS2R46	0	0	0	1	0	1
TAS2R30	0	0	0	1	1	0
OR10AD1	2	0	1	0	0	1
CLLU1	0	0	0	0	1	0
ANKRD26P3	0	0	0	0	0	0
LINC00348	0	0	0	0	0	0
IGBP1P1	0	0	0	0	0	0
VRTN	1	2	3	2	2	2
PWRN1	0	0	0	0	0	0
RLBP1	0	0	0	1	0	0
GABARAPL3	1	2	0	3	0	1
CNTNAP4	0	0	0	2	0	0
PRDM7	0	3	0	1	1	0
OTOP3	0	0	0	0	0	0
NLRP4	1	0	0	1	0	0
LOC100506474	0	0	0	0	0	0
UPP2	1	0	0	0	1	0
MIR1292	0	0	0	0	0	0
RBPJL	0	0	0	1	1	0
TOPAZ1	1	0	2	2	0	1
ARGFX	0	0	0	1	0	0
SLITRK3	0	0	0	0	0	1
OPA1-AS1	0	1	0	0	0	0
DPPA2P3	0	0	0	0	0	0
GLRA3	0	0	0	0	0	0
MIR3945	0	0	0	0	0	0
